round,algorithm,seed,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,total_reset_slots,targeted_reset_slots,replaced_reset_slots,targeted_clients,fallback_clients,fallback_client_layers,history_memory_bytes,source_support_sha256,rng_unchanged,failed_client_updates
63,HistoryIdentityShuffled,1,64.2300033569336,9.515742499992484,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[6400187, 6401184, 6402181, 6403178, 6404175, 6405172, 6406169, 6407166, 6408163, 6409160]",e51f912427dd2ac4a6d30a20c4fe6367c4939e6add44c04f1d0cc7141e6d7f4d,660,0,0,0,0,0,2112000,9e5ac3fba51c6411920dcdd43fa745ae9d41f0182d9b0f0f01026eac681503b1,True,0
64,HistoryIdentityShuffled,1,64.52999877929688,10.65354239998851,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[6500190, 6501187, 6502184, 6503181, 6504178, 6505175, 6506172, 6507169, 6508166, 6509163]",66c6aacb64270ed7d20d6f7b1d21ce8059eb9f647d87fc0e8a5ae5f8d9db68d5,660,0,0,0,0,0,2112000,3b5e449ad95d60e9202560a05f2bcdb901f92bba8e808bb9861160e81df69488,True,0
65,HistoryIdentityShuffled,1,65.80999755859375,10.61159939999925,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[6600193, 6601190, 6602187, 6603184, 6604181, 6605178, 6606175, 6607172, 6608169, 6609166]",2a57c8f85c3a108bb053d0460babb7343b3dbecda9f5db8377d74c33e2ce7c20,660,0,0,0,0,0,2112000,56f52b482533392d180434074a978b8167516dc4e95f0c33485419f0bf8a8ced,True,0
66,HistoryIdentityShuffled,1,64.66999816894531,11.650449499982642,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[6700196, 6701193, 6702190, 6703187, 6704184, 6705181, 6706178, 6707175, 6708172, 6709169]",adecc6a10af6dd5e9c4abae3e82f074e05c451378de3c3a495936c578fde1d9b,660,0,0,0,0,0,2112000,dad90895b8a3accaa202e6db874bf31d423b90a60900c501b84fe6c31f9ce555,True,0
67,HistoryIdentityShuffled,1,63.15999984741211,9.351793400011957,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[6800199, 6801196, 6802193, 6803190, 6804187, 6805184, 6806181, 6807178, 6808175, 6809172]",ef3d0631d24afb47917ad4df27ee99c6013847f8981941a6ca54a92ad3412c50,660,0,0,0,0,0,2112000,c75d5b9d0859ebd6d6390993a519207467b3738eadd4e5c4ce389c3a2f445cd0,True,0
68,HistoryIdentityShuffled,1,57.5,9.481121999997413,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[6900202, 6901199, 6902196, 6903193, 6904190, 6905187, 6906184, 6907181, 6908178, 6909175]",cb796a2a7f7fea1a356e5bcc5645f8b46b7d91a2d415276a401781f67c5278a2,660,0,0,0,0,0,2112000,41ce65031c50e1da9fdf55431ff9ad7dbff20e77581016efdc7827c854298912,True,0
69,HistoryIdentityShuffled,1,69.98999786376953,8.542265399999451,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[7000205, 7001202, 7002199, 7003196, 7004193, 7005190, 7006187, 7007184, 7008181, 7009178]",63ed900d4e9e8fc8bd0ffe135411e56cd5a4f283ee85c8c376d52d8b4f84ca80,660,0,0,0,0,0,2112000,18d5b05fdefb955cbca0e3a66176a2f8f59a1b0b1f2bb2de7e3a201b6de36a16,True,0
70,HistoryIdentityShuffled,1,59.650001525878906,8.545411400002195,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[7100208, 7101205, 7102202, 7103199, 7104196, 7105193, 7106190, 7107187, 7108184, 7109181]",576a8b9838a5dd27e5bb25a94422efeb61e9ab9ac029299e386575b975aac0db,660,0,0,0,0,0,2112000,e5b7f2bd35fde154eec522dde2bd7f942c77bde5223388e6aa22b2d5fe3039ef,True,0
71,HistoryIdentityShuffled,1,58.91999816894531,8.874254099995596,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[7200211, 7201208, 7202205, 7203202, 7204199, 7205196, 7206193, 7207190, 7208187, 7209184]",f44e98e0788f3b137df534f80b1caf1816aa508a4596bcab6ce58f586b434ff7,660,0,0,0,0,0,2112000,ecce21b622ae29f533ca94cec012965f98dc201c569b95cc98cb7651882ed111,True,0
72,HistoryIdentityShuffled,1,62.560001373291016,10.307748299994273,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[7300214, 7301211, 7302208, 7303205, 7304202, 7305199, 7306196, 7307193, 7308190, 7309187]",165e1e4a46f2a580d1641607139bfec1e1d9530ebfc35ea8b120fab4285ff199,660,0,0,0,0,0,2112000,c6a604a9871d2e539dc9d9c0ac29582c9f42e40a263e45dd83b60511ee07d4dc,True,0
73,HistoryIdentityShuffled,1,69.18000030517578,10.241798200004268,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[7400217, 7401214, 7402211, 7403208, 7404205, 7405202, 7406199, 7407196, 7408193, 7409190]",7af97bc77cc974aead1cfa5f51142637cd4ab890f500e7e2cd74209b9684a3e6,660,0,0,0,0,0,2112000,265a9d3bdbf1ec4489daf93c3071e5f7b965e1bdc6ef0179e623eab41084f10b,True,0
74,HistoryIdentityShuffled,1,67.22000122070312,9.763231200020527,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[7500220, 7501217, 7502214, 7503211, 7504208, 7505205, 7506202, 7507199, 7508196, 7509193]",e0575019daab44ec1d9670bf0e18a96c7ad349cf2569b45c81b636b533352e3f,660,0,0,0,0,0,2112000,60deada05e2db22aeb7d65b868336bc7ea7acb832dc79dea3d66670345dba296,True,0
75,HistoryIdentityShuffled,1,71.70999908447266,9.95283880000352,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[7600223, 7601220, 7602217, 7603214, 7604211, 7605208, 7606205, 7607202, 7608199, 7609196]",c87be577c0363f804ffeb8a8f0d46dd7375d084de02b6557c8f555c3063b2feb,660,0,0,0,0,0,2112000,49cb023d73a0bf1b0608af3f6730a66817a68abd7bcbfeb4269b5cf8e6ef7606,True,0
76,HistoryIdentityShuffled,1,66.94999694824219,9.240837199991802,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[7700226, 7701223, 7702220, 7703217, 7704214, 7705211, 7706208, 7707205, 7708202, 7709199]",a5363c71a46a46c51d1502e7df1ea4744ac57966c2b145033c3bce1bc42cea8b,660,0,0,0,0,0,2112000,cb5dc66418acf6bc3bc4dbf74bc8a9ceb1c2ade92bc1600f7184412bb0189ef1,True,0
77,HistoryIdentityShuffled,1,65.30000305175781,8.944384000002174,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[7800229, 7801226, 7802223, 7803220, 7804217, 7805214, 7806211, 7807208, 7808205, 7809202]",eb23959e96a471d0f91ffe814ac3cf5c40c9208946ce7e6748e4761ea8899cef,660,0,0,0,0,0,2112000,788934ae02c33e6b55415b55d81e5e2898d4d0f480f4d7f90cdbe04b0ae7ed7b,True,0
78,HistoryIdentityShuffled,1,64.62000274658203,11.011948600003961,"[97, 76, 96, 72, 42, 17, 33, 51, 24, 36]","[7900232, 7901229, 7902226, 7903223, 7904220, 7905217, 7906214, 7907211, 7908208, 7909205]",bc5357ade264b6d5db5a223a06bfe0d7d3e4ce334811737fbcdd6d3bac0e78f9,650,0,0,0,0,0,2112000,0a53efbebdbd5b83ec2e6a19979ccf14d137679f5aeec05ecc8549c85ce5a400,True,0
79,HistoryIdentityShuffled,1,69.20999908447266,8.421386700007133,"[22, 47, 61, 27, 50, 96, 89, 97, 85, 30]","[8000235, 8001232, 8002229, 8003226, 8004223, 8005220, 8006217, 8007214, 8008211, 8009208]",d0e94c1722b598387df0df72b1f33681eefa96741e6ea7d60c60365290307f9c,650,0,0,0,0,0,2112000,88c8cfdc5029eb5c97bb494e3057210f841329b31dc0b59ce32543480504d6ea,True,0
80,HistoryIdentityShuffled,1,66.68000030517578,8.775146100000711,"[44, 70, 23, 38, 74, 21, 82, 4, 88, 98]","[8100238, 8101235, 8102232, 8103229, 8104226, 8105223, 8106220, 8107217, 8108214, 8109211]",35c314ac5e974251308e2cfd5d95499ac0b0838cbb18032c277ea24647552805,650,0,0,0,0,0,2112000,6cd6754c106a6f920186572f7c31f460fb7e40acc89d9df891bfb012b3716d2c,True,0
81,HistoryIdentityShuffled,1,65.19999694824219,10.295935300004203,"[90, 72, 65, 50, 85, 56, 4, 80, 31, 17]","[8200241, 8201238, 8202235, 8203232, 8204229, 8205226, 8206223, 8207220, 8208217, 8209214]",bbd7972869dcad3276593e7c362eee7380458c383ac7863954319e4d6245e4d2,650,0,0,0,0,0,2112000,acb94b5f7ddfe1db41442560be567c728a6fe05164b82852c1bed8db81d974a8,True,0
82,HistoryIdentityShuffled,1,66.30999755859375,7.972071500000311,"[61, 40, 41, 34, 97, 51, 50, 13, 22, 8]","[8300244, 8301241, 8302238, 8303235, 8304232, 8305229, 8306226, 8307223, 8308220, 8309217]",61f7a7d2f587fc064be503bf94108fe390aa68aaf2d2eed40caca6c5c02a67c5,650,0,0,0,0,0,2112000,9c0f447d2ae67fb2b34e71c79e4eb5cc29f2b6c083f5c8f8551951955157cdd6,True,0
83,HistoryIdentityShuffled,1,69.41000366210938,8.638371100008953,"[87, 54, 63, 83, 96, 26, 0, 59, 69, 14]","[8400247, 8401244, 8402241, 8403238, 8404235, 8405232, 8406229, 8407226, 8408223, 8409220]",f8117c38bdd482e63e5319cdc488b6d430bd6942871c7c22bdda213b0b86d118,650,0,0,0,0,0,2112000,80bcd1f2b3f684a19ee43228242e1b0164097acb621f7a9d99d4ea313a3c8f74,True,0
84,HistoryIdentityShuffled,1,65.27999877929688,9.040193399996497,"[58, 47, 83, 36, 8, 2, 56, 49, 10, 38]","[8500250, 8501247, 8502244, 8503241, 8504238, 8505235, 8506232, 8507229, 8508226, 8509223]",7f7193b728e321443d0f1305b643f0b67a22dffb871721dfd9ceb8566d08efd7,650,0,0,0,0,0,2112000,fcc27d733dff93fab611d7dacb901d58a02c646d30d9a1acc5bf63617454a6a5,True,0
85,HistoryIdentityShuffled,1,68.44000244140625,9.063004399999045,"[89, 90, 81, 54, 59, 4, 53, 47, 52, 19]","[8600253, 8601250, 8602247, 8603244, 8604241, 8605238, 8606235, 8607232, 8608229, 8609226]",47a683c014fb0152ad1ad8df1726f8bd39f90a91e86d5c26e830039702d6c06d,650,0,0,0,0,0,2112000,fb833c61ee4f1ce846d3e7b3fbf8b0ae71d544f5e45189101564830e7db556fc,True,0
86,HistoryIdentityShuffled,1,67.23999786376953,9.496268600021722,"[24, 13, 81, 73, 19, 55, 40, 76, 57, 96]","[8700256, 8701253, 8702250, 8703247, 8704244, 8705241, 8706238, 8707235, 8708232, 8709229]",bd6de4e723548e0972a09b3b436a42e81107bfe97dcf7f73d8e0357abc33af2c,650,0,0,0,0,0,2112000,cba7f58cff5ee86b2f94ada83ee63be91a55ef46bf4fad83f80ad484a9385fd9,True,0
87,HistoryIdentityShuffled,1,70.0999984741211,9.04780749999918,"[31, 75, 94, 20, 87, 26, 29, 70, 2, 50]","[8800259, 8801256, 8802253, 8803250, 8804247, 8805244, 8806241, 8807238, 8808235, 8809232]",56b6b5114d7fc2da78cb3b0af197e6cca60c1e199cd4c5d49bf3082b5676c5e2,650,0,0,0,0,0,2112000,eddb6fca51a9f94db2fe99ac08e2350b7c38be3435cba36cabd69f6a3665caf3,True,0
88,HistoryIdentityShuffled,1,69.8499984741211,8.91828089999035,"[0, 9, 46, 37, 72, 83, 73, 16, 55, 27]","[8900262, 8901259, 8902256, 8903253, 8904250, 8905247, 8906244, 8907241, 8908238, 8909235]",686c726258daf8f6c67b271b88263a2ee08dca8b996f3e870624fa707d3714a1,650,0,0,0,0,0,2112000,5de46972170512b37c46fe8a830c3c21ce09edfc0e3077c151a142cf1333a4ad,True,0
89,HistoryIdentityShuffled,1,70.08000183105469,10.016040000016801,"[80, 29, 9, 50, 26, 81, 48, 82, 37, 15]","[9000265, 9001262, 9002259, 9003256, 9004253, 9005250, 9006247, 9007244, 9008241, 9009238]",c48494e06fa514724ec5a055e2930e45b2f6df7e2d44887a40771be04f49eda4,650,0,0,0,0,0,2112000,014399054203958a4a709cefe8729da4838c0a24d2049d5b35fb3e77f278a04d,True,0
90,HistoryIdentityShuffled,1,68.87000274658203,8.65790960000595,"[82, 6, 87, 74, 29, 50, 62, 67, 12, 83]","[9100268, 9101265, 9102262, 9103259, 9104256, 9105253, 9106250, 9107247, 9108244, 9109241]",3ea794c2b63d35ad838376c935d14d7afd557010c23ca2198f579c1f076442c4,650,0,0,0,0,0,2112000,4b127a8963cb2df70b7802025fa4b1676dc827601baf829f6cbe25439df222b8,True,0
91,HistoryIdentityShuffled,1,64.2300033569336,9.482561300013913,"[36, 75, 89, 43, 12, 21, 95, 72, 24, 63]","[9200271, 9201268, 9202265, 9203262, 9204259, 9205256, 9206253, 9207250, 9208247, 9209244]",b981df2e6a20fc51fd82fa3ea43d4b3699230b29292b441a8bb176e4ef9ec335,650,0,0,0,0,0,2112000,af0e27451f10b072789baa3ae996e682298e129209b3b84f0fbfd6a7653f7eea,True,0
92,HistoryIdentityShuffled,1,66.58999633789062,10.12118499999633,"[34, 15, 31, 94, 46, 70, 19, 80, 6, 88]","[9300274, 9301271, 9302268, 9303265, 9304262, 9305259, 9306256, 9307253, 9308250, 9309247]",741bb096d2b71f007b4137c2fb3f2c5e257a1d71c061a5a313012b7d4555415f,650,0,0,0,0,0,2112000,3fc9dcc1a0f2bd3438a038d763cf318ce545c5fb866ed94ab25261aba4be50bb,True,0
93,HistoryIdentityShuffled,1,67.05000305175781,9.087526400020579,"[70, 92, 72, 77, 23, 53, 1, 12, 97, 93]","[9400277, 9401274, 9402271, 9403268, 9404265, 9405262, 9406259, 9407256, 9408253, 9409250]",8eefdc169ff1f82e8898c5f7314c3536c0ee2188069e1b8417d83be26ec5b3a0,650,0,0,0,0,0,2112000,67a511e87c5987083c2b184a54d89c42b55f5b393449d67e573206173f0b0cf5,True,0
94,HistoryIdentityShuffled,1,68.36000061035156,9.952256900025532,"[13, 38, 36, 14, 57, 77, 66, 73, 3, 0]","[9500280, 9501277, 9502274, 9503271, 9504268, 9505265, 9506262, 9507259, 9508256, 9509253]",51250d0e67fedd670599f1fad833d11ce7d2f4cecce244fda12af3974318da52,650,0,0,0,0,0,2112000,f56840c7245be5ba008b2ed962bc3ae094fca1d3df09e79f957bbf98b686ddbc,True,0
95,HistoryIdentityShuffled,1,69.05000305175781,10.020185500005027,"[13, 19, 10, 24, 76, 57, 88, 23, 61, 31]","[9600283, 9601280, 9602277, 9603274, 9604271, 9605268, 9606265, 9607262, 9608259, 9609256]",290bb36369ccad2c917ad0fa77153a563a84ab600751e2734d5ec20b8ac829b9,650,0,0,0,0,0,2112000,a30bae1e5b15535df2b8b0f4431ae27456a3695c433d4f9798041b2c350c37bb,True,0
96,HistoryIdentityShuffled,1,67.61000061035156,8.455210599990096,"[18, 45, 94, 24, 56, 67, 10, 14, 13, 9]","[9700286, 9701283, 9702280, 9703277, 9704274, 9705271, 9706268, 9707265, 9708262, 9709259]",9a4942c58ceccb20f2b3dc10c9daf7d17615d534b616c0efccec10059483197f,650,0,0,0,0,0,2112000,9fa685729cd114d8fb8db20129667bf2010ba954467ce3c96f1d44bf55a8c199,True,0
97,HistoryIdentityShuffled,1,66.91000366210938,7.4037146999908146,"[13, 48, 73, 93, 70, 1, 43, 77, 76, 88]","[9800289, 9801286, 9802283, 9803280, 9804277, 9805274, 9806271, 9807268, 9808265, 9809262]",77f430f0d22a250cac3be0d62a46874af70af63051e608f92f962140337533e3,650,0,0,0,0,0,2112000,3c7423351a2e9dab6c6d3876016e573c642d8d31bbbf9b76b80d75a20e9dd0c3,True,0
98,HistoryIdentityShuffled,1,65.58000183105469,9.086880500020925,"[21, 45, 83, 68, 75, 65, 96, 1, 77, 73]","[9900292, 9901289, 9902286, 9903283, 9904280, 9905277, 9906274, 9907271, 9908268, 9909265]",6b4fd6398f811a44c1092246a5a83bc8b93d605e6f2402542c2a646f66544ed9,650,0,0,0,0,0,2112000,dda125e65e27252b2cf35325f84d7e1be2b6ba0583f6d109b646c2a259757d1a,True,0
99,HistoryIdentityShuffled,1,62.150001525878906,9.152681999985361,"[81, 84, 60, 18, 45, 47, 94, 83, 76, 22]","[10000295, 10001292, 10002289, 10003286, 10004283, 10005280, 10006277, 10007274, 10008271, 10009268]",415aa444f12d0f3de7a72cc251e2e9a5f9fc6e201f49691d6806a3e789a112a5,650,0,0,0,0,0,2112000,1e33bf5d4315d429c754a78383683eec4ef95940b75a0983c724f27d64f09ec6,True,0
100,HistoryIdentityShuffled,1,64.0199966430664,11.863179000007221,"[21, 69, 47, 34, 65, 81, 93, 44, 30, 84]","[10100298, 10101295, 10102292, 10103289, 10104286, 10105283, 10106280, 10107277, 10108274, 10109271]",e945a9b19b1928bf5070a4ec16537ff51d0e1a88b1cbff25f5401fd90137c14a,650,0,0,0,0,0,2112000,ef5f11a94a984a70494f81a50a05dfe91cbf35ea304782ed3a1ff6b79c2b7ed7,True,0
101,HistoryIdentityShuffled,1,68.4800033569336,8.66313749999972,"[22, 38, 77, 15, 11, 61, 37, 34, 87, 3]","[10200301, 10201298, 10202295, 10203292, 10204289, 10205286, 10206283, 10207280, 10208277, 10209274]",e119f8a97d66c420e60a61a14e6653c37086b555b7327bd948015183277e9079,650,0,0,0,0,0,2112000,68ba2b0ca4fcfad31fe4e455526e233894243232b9e9458a3bc4fe7663f3c9ac,True,0
102,HistoryIdentityShuffled,1,73.33000183105469,8.77042960000108,"[96, 9, 26, 58, 69, 44, 13, 93, 61, 43]","[10300304, 10301301, 10302298, 10303295, 10304292, 10305289, 10306286, 10307283, 10308280, 10309277]",1879e5cd81abb5a918bb7f41651549869abf399f3eb466cdc59a8989a676b2f7,650,0,0,0,0,0,2112000,3af8f28849331a14549cb4746a5f6d063b120196b5416c5d2b7e6fdfacce9f94,True,0
103,HistoryIdentityShuffled,1,72.45999908447266,8.204461100016488,"[13, 34, 27, 16, 72, 98, 14, 19, 9, 46]","[10400307, 10401304, 10402301, 10403298, 10404295, 10405292, 10406289, 10407286, 10408283, 10409280]",2c8aac9b9d55ab22c3e52a28a4e55793191b5da9dfa3c80ca2cf940fce0be9e0,650,0,0,0,0,0,2112000,b83965a2e403b4b345d5a28a522692f15dfdabfec0f9c2c7c79881e4abe840cc,True,0
104,HistoryIdentityShuffled,1,72.48999786376953,10.979121899988968,"[29, 72, 81, 80, 68, 85, 14, 0, 93, 52]","[10500310, 10501307, 10502304, 10503301, 10504298, 10505295, 10506292, 10507289, 10508286, 10509283]",0d55b2ad123d765af6677f5ceeb874458dae7dc366ba9457d90f4af4f647e47a,650,0,0,0,0,0,2112000,ed281b3973ad947f21fcfb1afa306ac6ce76183b72c7e4da20a4ff7af6267b1b,True,0
105,HistoryIdentityShuffled,1,70.95999908447266,10.229854400007753,"[17, 69, 35, 86, 83, 84, 23, 56, 89, 60]","[10600313, 10601310, 10602307, 10603304, 10604301, 10605298, 10606295, 10607292, 10608289, 10609286]",47b9f969cff4c40c1fa11285669a79228ddb1c277b279752e0c1da22c7c5bdc0,650,0,0,0,0,0,2112000,121e10399f89eb3734f6bf3b341ddfd1d4c23963f86f90996148871983b2fe9a,True,0
106,HistoryIdentityShuffled,1,69.55000305175781,9.857128900010139,"[94, 79, 36, 8, 19, 16, 13, 30, 25, 3]","[10700316, 10701313, 10702310, 10703307, 10704304, 10705301, 10706298, 10707295, 10708292, 10709289]",a6d9b48ca053a4bd5fc0cfcecd10b046058db9490ef758250eb7c7871bcb081b,650,0,0,0,0,0,2112000,ceb9a527130e680a49116c8e957c82b32c0c7092a72fc7c8add6806fc841d41d,True,0
107,HistoryIdentityShuffled,1,45.15999984741211,9.674206800002139,"[45, 82, 32, 52, 17, 96, 6, 57, 67, 74]","[10800319, 10801316, 10802313, 10803310, 10804307, 10805304, 10806301, 10807298, 10808295, 10809292]",bdd37bc0034b4f0f6431382d27baa4269c42705574ebe94f42e8b465cfcbba1f,650,0,0,0,0,0,2112000,5042ebf4f3bf79dbcaa92627085ae3c41a36939152146d4b99dcc27133fdc30b,True,0
108,HistoryIdentityShuffled,1,69.4800033569336,8.050411699980032,"[61, 20, 59, 99, 39, 42, 73, 53, 45, 8]","[10900322, 10901319, 10902316, 10903313, 10904310, 10905307, 10906304, 10907301, 10908298, 10909295]",6e3650b959afe52fe96106ca62ac98cb83295e087ae0c208a250b427bb82cf46,650,0,0,0,0,0,2112000,3133d7ddc7d651ed27b0a5cd1eaec88acf43a545dee64be7be6a30d52c6df3a5,True,0
109,HistoryIdentityShuffled,1,72.97000122070312,9.027726100001018,"[60, 38, 5, 54, 66, 33, 80, 83, 9, 4]","[11000325, 11001322, 11002319, 11003316, 11004313, 11005310, 11006307, 11007304, 11008301, 11009298]",ff7fac178a34b8b9000b098d0ba1c8c9779d42cbde10e8f00456e325e3614eb7,650,0,0,0,0,0,2112000,43dbaf0b64b30319b3a3bc881b4798d9b1ef23ce04e36a90ceb16c146c5121e6,True,0
110,HistoryIdentityShuffled,1,71.6500015258789,8.699113399983617,"[39, 44, 62, 4, 42, 25, 0, 45, 29, 93]","[11100328, 11101325, 11102322, 11103319, 11104316, 11105313, 11106310, 11107307, 11108304, 11109301]",472f54122aaab4a4113b7d0240fa35698325637e5266641eb303fe4cbcbe506e,650,0,0,0,0,0,2112000,da55618e36fea57c500d4746f8cf12d1b01e752110fd18e66893e14997a0a768,True,0
111,HistoryIdentityShuffled,1,72.83000183105469,7.95032319999882,"[96, 54, 19, 97, 92, 31, 81, 2, 24, 9]","[11200331, 11201328, 11202325, 11203322, 11204319, 11205316, 11206313, 11207310, 11208307, 11209304]",67c917f818746cc1730c662fa81706b6776e3b1cb0c298fa0663ff82ba2b2ad1,650,0,0,0,0,0,2112000,d9a1639ab7bdb9b36157cc366516c706d6e8a9b6ddaf56699e2491203885cae0,True,0
112,HistoryIdentityShuffled,1,72.61000061035156,10.259199299995089,"[9, 19, 7, 49, 45, 35, 80, 85, 40, 89]","[11300334, 11301331, 11302328, 11303325, 11304322, 11305319, 11306316, 11307313, 11308310, 11309307]",6adc5888cbe7f731cdf362787848fff5b2115b2a9d40a8d1ab47dfb706867e00,650,0,0,0,0,0,2112000,fb278c8f755972886e689d692a9ec9cddfc8ff74e0d37ac001a9e704a81ab4a0,True,0
113,HistoryIdentityShuffled,1,67.66000366210938,8.478285699995467,"[73, 66, 18, 74, 33, 2, 87, 29, 98, 91]","[11400337, 11401334, 11402331, 11403328, 11404325, 11405322, 11406319, 11407316, 11408313, 11409310]",3734034ea9c81a318e27bba8cc3caa48bdbc12ca93acac5d3d29ba735da49fe0,650,0,0,0,0,0,2112000,d595ac84a54f4883fae042d1270affcfe7fa8e2b727af442bb8c1195806efb3c,True,0
114,HistoryIdentityShuffled,1,67.5,9.205443900020327,"[40, 31, 27, 50, 71, 81, 99, 97, 73, 49]","[11500340, 11501337, 11502334, 11503331, 11504328, 11505325, 11506322, 11507319, 11508316, 11509313]",a668801565d41ff8ae02fca31ce47b65c07167f0b7ea5db3c1340e6a26bc6181,650,0,0,0,0,0,2112000,073665235149a9f46b38af3ebc28a741e04d73c8d70daf2548bea5a10e9afebb,True,0
115,HistoryIdentityShuffled,1,64.06999969482422,6.7553824999777135,"[61, 64, 42, 88, 27, 95, 92, 50, 45, 85]","[11600343, 11601340, 11602337, 11603334, 11604331, 11605328, 11606325, 11607322, 11608319, 11609316]",28d3a720c1613781b2b9c6d65a47334a094a67f2271a70d5dff1f7870b1034b9,650,0,0,0,0,0,2112000,a605a5117e7ab44e2746f2548064fe561457ffce0683e5af4c28f505cd44baca,True,0
116,HistoryIdentityShuffled,1,69.8499984741211,7.427958300017053,"[27, 8, 49, 32, 15, 35, 70, 59, 31, 30]","[11700346, 11701343, 11702340, 11703337, 11704334, 11705331, 11706328, 11707325, 11708322, 11709319]",bd6c1af009f80bc6bbf8412a65f9dde53e4f1268a1f5255a3cd51a85206c9153,650,0,0,0,0,0,2112000,56401e01c9e577eb189a83615d4024f65f6ed42b746e47f6931ab58cefbad1ef,True,0
117,HistoryIdentityShuffled,1,66.8499984741211,8.073927299992647,"[69, 35, 52, 51, 26, 15, 76, 48, 98, 12]","[11800349, 11801346, 11802343, 11803340, 11804337, 11805334, 11806331, 11807328, 11808325, 11809322]",f0d652e8d0f45847dd85cf788996e8d6e6b8bd912aba3222d3c62628816f7cc0,650,0,0,0,0,0,2112000,a3d4130eef66a160eb3af06ae85e828d90b368c25050708ac8a5e40d4f1ebdee,True,0
118,HistoryIdentityShuffled,1,71.13999938964844,11.028093899978558,"[46, 57, 0, 86, 26, 80, 73, 20, 63, 98]","[11900352, 11901349, 11902346, 11903343, 11904340, 11905337, 11906334, 11907331, 11908328, 11909325]",d0be59ea1ef848bcb3566a5c4f108f81c9a18947bfcd906b5ffa6a046cf16f7e,650,0,0,0,0,0,2112000,974264abcfa0ade4f2d924076bd3c4cf82c4d9bb6bf5ed2f1e860868f5b18f6d,True,0
119,HistoryIdentityShuffled,1,71.2300033569336,8.514226999977836,"[81, 6, 64, 84, 20, 2, 8, 4, 66, 92]","[12000355, 12001352, 12002349, 12003346, 12004343, 12005340, 12006337, 12007334, 12008331, 12009328]",030b8756a60260fccce9c983779a9402c6ee0fa55d0f249dd74df50ac0515aac,650,0,0,0,0,0,2112000,1f3da6262f83c434f32111746c96a6c7adab8adb87bb61f2acc2bf17592be91a,True,0
120,HistoryIdentityShuffled,1,66.44999694824219,8.464991500019096,"[61, 34, 64, 11, 96, 18, 82, 52, 72, 92]","[12100358, 12101355, 12102352, 12103349, 12104346, 12105343, 12106340, 12107337, 12108334, 12109331]",d2e89223a194d4b5c904fb0f44aa58e0eefa5ea1e3deeb58278fd1b98d583ee6,650,0,0,0,0,0,2112000,a9695ca5ee1ad5ffc2fe4fdf58bcd1d7a3e544642be057b82dff9c6fe4f06908,True,0
121,HistoryIdentityShuffled,1,72.16999816894531,10.602262600004906,"[93, 68, 94, 13, 36, 11, 5, 1, 40, 7]","[12200361, 12201358, 12202355, 12203352, 12204349, 12205346, 12206343, 12207340, 12208337, 12209334]",9c9b044e29bf39ef1a076f96012349b02c19c8fb9152f7a24b220c6dbd4ffee0,650,0,0,0,0,0,2112000,3d849b23349fcc907858084d734c118b5783a3ee8dd917d94ef6e2e41871564d,True,0
122,HistoryIdentityShuffled,1,68.86000061035156,8.638555399986217,"[73, 64, 37, 69, 31, 48, 77, 41, 53, 75]","[12300364, 12301361, 12302358, 12303355, 12304352, 12305349, 12306346, 12307343, 12308340, 12309337]",e495a2b23ec229b0ba15e602018225131667b5c0523d07464e71659e8ca8862d,650,0,0,0,0,0,2112000,ce6e351dac8202e612d2cd0a7b916e63dab9eef4bed19e74203f6c1709482150,True,0
123,HistoryIdentityShuffled,1,70.01000213623047,8.115123600000516,"[46, 43, 84, 11, 66, 92, 16, 19, 96, 37]","[12400367, 12401364, 12402361, 12403358, 12404355, 12405352, 12406349, 12407346, 12408343, 12409340]",11b75de230c1e05574c8e326d33ba53282009a5d980c565b712abb8b0a8d2faf,650,0,0,0,0,0,2112000,32d9c0958524ebccd3789ffcc70db866d88ed0284422c13e9c173669ec5972e4,True,0
124,HistoryIdentityShuffled,1,65.7300033569336,7.46863790001953,"[43, 96, 9, 0, 74, 19, 1, 23, 38, 66]","[12500370, 12501367, 12502364, 12503361, 12504358, 12505355, 12506352, 12507349, 12508346, 12509343]",23f96926ee7d073b36c610a4892857928a721ce552329175abbe2e6d959531e7,650,0,0,0,0,0,2112000,838b1b76704642e04a6d733f342b5953a6ad6fee065aa544a2d8b631c75bbd6f,True,0
