round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,tfp_score_type,tfp_target_layers,tfp_start_round,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,clients_before_start_round,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates,residual_total_kernels,residual_valid_kernels,residual_valid_fraction,residual_own_reset_invalid,residual_no_clean_peer_invalid
11,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,37.04999923706055,12.941984899982344,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[1200031, 1201028, 1202025, 1203022, 1204019, 1205016, 1206013, 1207010, 1208007, 1209004]",cc00259e2e6cf205e7244c7ff96e20b19e7531da8cd8fee5d8063134d10f1e81,6,6,6,6,4,0,0,0,0,660,36,624,0.05454545454545454,1,0.027777777777777776,35,3.6666666666666665,1415576,True,0,0,0,,0,0
12,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,37.27000045776367,10.214957099989988,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[1300034, 1301031, 1302028, 1303025, 1304022, 1305019, 1306016, 1307013, 1308010, 1309007]",e70a4971ec439ccc9bb8062cc8b8eb46715e87527cf7de91c96caf0020c64a1b,9,9,9,9,1,0,0,0,0,660,54,606,0.08181818181818182,1,0.018518518518518517,53,4.333333333333333,1436704,True,0,0,0,,0,0
13,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,36.36000061035156,12.755709399993066,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[1400037, 1401034, 1402031, 1403028, 1404025, 1405022, 1406019, 1407016, 1408013, 1409010]",981f8ba0fe935e47328c5ab29bad967a813145d0e5105d9a31a62789bfa50620,7,6,6,6,3,1,0,0,0,660,36,624,0.05454545454545454,2,0.05555555555555555,34,4.333333333333333,1500088,True,0,0,0,,0,0
14,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,45.2599983215332,10.678220700006932,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[1500040, 1501037, 1502034, 1503031, 1504028, 1505025, 1506022, 1507019, 1508016, 1509013]",bfc5c077dc43aebb736217bdae1cbb968dbb098f7b18be7ec38eac72c1afc9dc,8,8,8,8,2,0,0,0,0,660,48,612,0.07272727272727272,0,0.0,48,5.125,1542344,True,0,0,0,,0,0
15,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,45.22999954223633,10.57168590000947,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[1600043, 1601040, 1602037, 1603034, 1604031, 1605028, 1606025, 1607022, 1608019, 1609016]",a7542b5e307c1de40ebbbb584b293253bf285a899a2e0354b4a53a4b4a4de5f6,8,4,4,4,2,4,0,0,0,660,24,636,0.03636363636363636,0,0.0,24,4.25,1584600,True,0,0,0,,0,0
16,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,47.939998626708984,9.3304701000161,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[1700046, 1701043, 1702040, 1703037, 1704034, 1705031, 1706028, 1707025, 1708022, 1709019]",d2bdba502ea80947d4b1039c2b46cf93dd74d0cf165b75bfc9603bb1ac06316a,9,7,7,7,1,2,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,5.571428571428571,1605728,True,0,0,0,,0,0
17,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,48.650001525878906,9.718351499992423,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]",c2180bd01e786df341330ea1cf44584fb8c7bbc7b99a0d9666801a7491b0a972,9,5,5,5,1,4,0,0,0,660,30,630,0.045454545454545456,2,0.06666666666666667,28,3.6,1626856,True,0,0,0,,0,0
18,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,34.84000015258789,10.388959000003524,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]",303972ed4893628554af7980ff6a9643738e63050c05d32f3db83a05966e33af,6,5,5,5,4,1,0,0,0,660,30,630,0.045454545454545456,1,0.03333333333333333,29,5.8,1711368,True,0,0,0,,0,0
19,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,41.0,11.37078530000872,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]",15bbc90679b73a5d0d72e2c0201999c168e16d8aa952f3f192bddf32641b5413,7,4,4,4,3,3,0,0,0,660,24,636,0.03636363636363636,0,0.0,24,3.0,1774752,True,0,0,0,,0,0
20,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,40.310001373291016,11.638977700000396,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]",e40994116111f562e1e28b1b31223fd7b15e4f100bc937220e3fb896394ff93e,8,6,6,6,2,2,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,4.333333333333333,1817008,True,0,0,0,,0,0
21,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,51.439998626708984,10.768107299983967,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[2200061, 2201058, 2202055, 2203052, 2204049, 2205046, 2206043, 2207040, 2208037, 2209034]",a45ae4d224d6e544e41a894799f8d28eedcfac0fe3d597bda393efcffc78f535,9,7,7,7,1,2,0,0,0,660,42,618,0.06363636363636363,2,0.047619047619047616,40,5.857142857142857,1838136,True,0,0,0,,0,0
22,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,54.060001373291016,10.745278899994446,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[2300064, 2301061, 2302058, 2303055, 2304052, 2305049, 2306046, 2307043, 2308040, 2309037]",6144d052d6bfb233d8dad50518d5eb7385463ada0380b02234a251c7ed597632,10,8,8,8,0,2,0,0,0,660,48,612,0.07272727272727272,0,0.0,48,3.75,1838136,True,0,0,0,,0,0
23,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,46.650001525878906,11.815392900025472,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[2400067, 2401064, 2402061, 2403058, 2404055, 2405052, 2406049, 2407046, 2408043, 2409040]",925a15b5864c898d81e3d8a820d07ace1c80e6550b4810e660c663aec726dddb,9,8,8,8,1,1,0,0,0,660,48,612,0.07272727272727272,0,0.0,48,4.75,1859264,True,0,0,0,,0,0
24,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,52.650001525878906,16.82512220001081,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",42f8c682e4892b2e0b4e763a4db7096ff53a0082583d694c491956db2ae5311a,9,8,8,8,1,1,0,0,0,660,48,612,0.07272727272727272,0,0.0,48,4.0,1880392,True,0,0,0,,0,0
25,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,54.09000015258789,13.492243599990616,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",78e0b09b17f7a0492f444eb52484260276c23eec328635f099b969809da8626a,9,7,7,7,1,2,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,3.857142857142857,1901520,True,0,0,0,,0,0
26,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,50.619998931884766,13.293417500011856,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",95e2c1d8925f419537e1e73443b1c8ead0056dec7a70f8f905326e3d8d6a2588,9,8,8,8,1,1,0,0,0,660,48,612,0.07272727272727272,1,0.020833333333333332,47,6.125,1922648,True,0,0,0,,0,0
27,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,53.22999954223633,14.740148399985628,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",e10811cf04c6e2e67e6506b1d92b0dc8d0fcd3bc10524629058a2bee796e0a03,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,1,0.027777777777777776,35,4.0,1922648,True,0,0,0,,0,0
28,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,51.72999954223633,11.476782999990974,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",12caccefdbb32c49e46f2b119bc9946bf92c938190fead93b4f95c46876b083b,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,2,0.047619047619047616,40,3.5714285714285716,1922648,True,0,0,0,,0,0
29,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,47.45000076293945,16.018378200009465,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",4e52d8481088bf513faee3fd666e714a671363ea3f05fb9c172f395f0bf0ceb4,9,5,5,5,1,4,0,0,0,660,30,630,0.045454545454545456,1,0.03333333333333333,29,4.8,1943776,True,0,0,0,,0,0
30,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,55.959999084472656,13.121609900001204,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",6eedd6859d714214ccaf6e09198a0c809ecc118e4a1e31073256fd274f42f25e,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,5.166666666666667,1943776,True,0,0,0,,0,0
31,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,56.9900016784668,10.667613099998562,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",f52e88a292bae9b2dcebfc2a62a064c948e874cc16868a527940bbf17b58c2ae,8,5,5,5,2,3,0,0,0,660,30,630,0.045454545454545456,0,0.0,30,3.6,1986032,True,0,0,0,,0,0
32,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,56.4900016784668,15.027269600017462,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",8b8cbe1c6b26cb770aa4cde5b7f7bcfb842263436ed5bfa74443380f15c8e865,9,7,7,7,1,2,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,6.142857142857143,2007160,True,0,0,0,,0,0
33,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,58.209999084472656,13.942365700000664,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",f1ea8f6f199d2369b71594c1f11912e75c6c49d3fac35c1e4148d066ac12d289,9,8,8,8,1,1,0,0,0,660,48,612,0.07272727272727272,1,0.020833333333333332,47,6.25,2028288,True,0,0,0,,0,0
34,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,64.26000213623047,10.350975000008475,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",1358261a80800b5b01279309b070fa1a9108e0d79cddac09eba489de1be91743,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,1,0.027777777777777776,35,5.333333333333333,2028288,True,0,0,0,,0,0
35,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,54.709999084472656,12.847163500002353,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",5eb020d0b2475c616ca881ad9565be202dc2cd469955d8b1e28310641b9ae763,10,4,4,4,0,6,0,0,0,660,24,636,0.03636363636363636,0,0.0,24,2.5,2028288,True,0,0,0,,0,0
36,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,52.880001068115234,15.962698300019838,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",fba06f10170ca05e59bfee365ca1edc4b93f1d86d35a3cd2a6bfdb6ede8aee39,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,4.428571428571429,2028288,True,0,0,0,,0,0
37,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,60.459999084472656,13.3154085999995,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",a2c8bf1949c201a91c47a802c7576f9eb387e7e1e6cdec0bc34ae7ca06afe6d1,10,9,9,9,0,1,0,0,0,660,54,606,0.08181818181818182,1,0.018518518518518517,53,4.777777777777778,2028288,True,0,0,0,,0,0
38,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,57.83000183105469,10.660789899993688,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",57bb803b36bb38c2ea892d02b360d64285127c9c3b6ffb7fa575f64c16ce3ddc,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,5.428571428571429,2028288,True,0,0,0,,0,0
39,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,58.400001525878906,12.290245899988804,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",6fea1842970c76ad30511936dbbb1469b40b95c1cd608c8ee6115121c9d30d41,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,4.428571428571429,2028288,True,0,0,0,,0,0
40,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,65.37000274658203,11.852904200000921,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",d1e2c798f04108c67eecb4532dbebf79912bf24623408daf8eed4a1a0b8df008,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,7.666666666666667,2028288,True,0,0,0,,0,0
41,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,64.7699966430664,11.867143400013447,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",87a0685e47ee4910f68477e9d08be7e81c2a058852636297ef47b3136e68b47f,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,5.0,2028288,True,0,0,0,,0,0
42,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,58.7400016784668,13.148791200015694,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",836e0acb4319fdda9f397a57cfb1c2d62a9881e9f22ca7739b2beef818f45701,10,5,5,5,0,5,0,0,0,660,30,630,0.045454545454545456,0,0.0,30,4.4,2028288,True,0,0,0,,0,0
43,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,60.5099983215332,14.78175680001732,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",8582dc722608e938e9b00f6224521b473a2ab7c3db56926808168843137d61bf,9,4,4,4,1,5,0,0,0,660,24,636,0.03636363636363636,0,0.0,24,6.0,2049416,True,0,0,0,,0,0
44,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,61.15999984741211,13.110268099990208,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",d4dd743063df8798bee68626a61e9037cb95dd560b5b5f77f16623fccb008ddd,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,5.166666666666667,2049416,True,0,0,0,,0,0
45,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,53.83000183105469,11.831008700013626,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",b759dd71781dbeab725058080d2b82d0db163a389238941847da68d4842fd350,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,4.0,2049416,True,0,0,0,,0,0
46,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,65.02999877929688,13.47537149998243,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",85fc53d8a8a0961ac4246dacf2107d96f04113b061932309fc88484f02d15d4a,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,4.142857142857143,2049416,True,0,0,0,,0,0
47,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,60.27000045776367,11.643160800012993,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",152b941288296df9dfeb9588a5ffa98d3b6e96959343dfb94df39cb65229196f,9,7,7,7,1,2,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,3.4285714285714284,2070544,True,0,0,0,,0,0
48,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,59.29999923706055,10.707986599998549,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",c84def5d9146e6c38f148dd06b717658033304791c69bf8587ea227152db26c7,8,3,3,3,2,5,0,0,0,660,18,642,0.02727272727272727,0,0.0,18,4.666666666666667,2112800,True,0,0,0,,0,0
49,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,60.25,14.738031000015326,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",2ab57ffe1d02df351c8336b05e36f0dde912ca20e531c7e16259f1165c85e0eb,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,6.285714285714286,2112800,True,0,0,0,,0,0
50,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,59.040000915527344,10.180872299999464,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",fb093907c39ee7e4ba5b1ad71add90c87f9ed18e752e689e060939f551dca7a4,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,3,0.08333333333333333,33,4.166666666666667,2112800,True,0,0,0,,0,0
51,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,56.5099983215332,12.552827100007562,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",01a010f621eab34cceb1ee843642feac7f5358380962b032079f1d6fa53f64c5,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,2,0.047619047619047616,40,7.0,2112800,True,0,0,0,,0,0
52,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,63.869998931884766,10.540432799985865,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",0de8f73f392b73686abf227940024306077c8b575c9aa5aae4a5352e90363d42,10,5,5,5,0,5,0,0,0,660,30,630,0.045454545454545456,1,0.03333333333333333,29,4.6,2112800,True,0,0,0,,0,0
53,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,62.54999923706055,12.969493000011425,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[5400157, 5401154, 5402151, 5403148, 5404145, 5405142, 5406139, 5407136, 5408133, 5409130]",0e3661efea4b4b0867123cf280be48ac37d76c7b262b3184858b929b97ef0f6c,10,8,8,8,0,2,0,0,0,660,48,612,0.07272727272727272,0,0.0,48,6.625,2112800,True,0,0,0,,0,0
54,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,51.31999969482422,9.822760400013067,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[5500160, 5501157, 5502154, 5503151, 5504148, 5505145, 5506142, 5507139, 5508136, 5509133]",d77aa39cc0dfb095da63a04cf8035f4955104d2ca9d2a765188a6510e0277c2e,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,0,0.0,36,4.333333333333333,2112800,True,0,0,0,,0,0
55,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,66.47000122070312,12.849587700009579,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[5600163, 5601160, 5602157, 5603154, 5604151, 5605148, 5606145, 5607142, 5608139, 5609136]",83f9c9bd7fa057ecd18322874aaba4707ab1a6d26f0c64431be7216ca17b9808,10,7,7,7,0,3,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,3.0,2112800,True,0,0,0,,0,0
56,TargetedFedPhoenix,1,0.125,10,update_norm,all,1,64.95999908447266,12.98349220000091,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[5700166, 5701163, 5702160, 5703157, 5704154, 5705151, 5706148, 5707145, 5708142, 5709139]",eed9ca1d91dab8219578cd11519dbf1e7ed8645744984a6ed6e3337c052d345d,10,6,6,6,0,4,0,0,0,660,36,624,0.05454545454545454,2,0.05555555555555555,34,4.333333333333333,2112800,True,0,0,0,,0,0
